Card Name,Quantity,ID #,Rarity,Set,Collector #,Premium,Sideboarded,Annotation
"Alpine Meadow",4,87839,Land,KHM,248/285,No,No,0
"Arctic Treeline",4,87841,Land,KHM,249/285,No,No,0
"Axgard Armory",1,87843,Uncommon,KHM,250/285,No,No,0
"Bretagard Stronghold",1,87853,Uncommon,KHM,253/285,No,No,0
"Gates of Istfell",1,87861,Uncommon,KHM,256/285,No,No,0
"Glacial Floodplain",4,87863,Land,KHM,257/285,No,No,0
"Gnottvold Slumbermound",1,87865,Uncommon,KHM,258/285,No,No,0
"Great Hall of Starnheim",1,87867,Uncommon,KHM,259/285,No,No,0
"Highland Forest",4,87873,Land,KHM,261/285,No,No,0
"Ice Tunnel",4,87875,Land,KHM,262/285,No,No,0
"Immersturm Skullcairn",1,87877,Uncommon,KHM,263/285,No,No,0
"Littjara Mirrorlake",1,87879,Uncommon,KHM,264/285,No,No,0
"Port of Karfell",1,87881,Uncommon,KHM,265/285,No,No,0
"Rimewood Falls",4,87883,Land,KHM,266/285,No,No,0
"Shimmerdrift Vale",2,87885,Common,KHM,267/285,No,No,0
"Skemfar Elderhall",1,87887,Uncommon,KHM,268/285,No,No,0
"Snowfield Sinkhole",4,87889,Land,KHM,269/285,No,No,0
"Sulfurous Mire",4,87891,Land,KHM,270/285,No,No,0
"Surtland Frostpyre",1,87893,Uncommon,KHM,271/285,No,No,0
"Volatile Fjord",4,87897,Land,KHM,273/285,No,No,0
"Woodland Chasm",4,87899,Land,KHM,274/285,No,No,0
"Snow-Covered Plains",4,87903,Land,KHM,276/285,No,No,0
"Snow-Covered Plains",4,87905,Land,KHM,277/285,No,No,0
"Snow-Covered Island",4,87907,Land,KHM,278/285,No,No,0
"Snow-Covered Island",4,87909,Land,KHM,279/285,No,No,0
"Snow-Covered Swamp",4,87911,Land,KHM,280/285,No,No,0
"Snow-Covered Swamp",4,87913,Land,KHM,281/285,No,No,0
"Snow-Covered Mountain",4,87915,Land,KHM,282/285,No,No,0
"Snow-Covered Mountain",4,87917,Land,KHM,283/285,No,No,0
"Snow-Covered Forest",4,87919,Land,KHM,284/285,No,No,0
"Snow-Covered Forest",4,87921,Land,KHM,285/285,No,No,0
"Environmental Sciences",2,88477,Common,STX,1/275,No,No,0
"Expanded Anatomy",2,88479,Common,STX,2/275,No,No,0
"Introduction to Annihilation",2,88481,Common,STX,3/275,No,No,0
"Introduction to Prophecy",2,88483,Common,STX,4/275,No,No,0
"Ageless Guardian",2,88493,Common,STX,8/275,No,No,0
"Beaming Defiance",2,88495,Common,STX,9/275,No,No,0
"Clever Lumimancer",1,88497,Uncommon,STX,10/275,No,No,0
"Combat Professor",2,88499,Common,STX,11/275,No,No,0
"Defend the Campus",2,88501,Common,STX,12/275,No,No,0
"Detention Vortex",1,88503,Uncommon,STX,13/275,No,No,0
"Dueling Coach",1,88507,Uncommon,STX,15/275,No,No,0
"Eager First-Year",2,88509,Common,STX,16/275,No,No,0
"Expel",2,88513,Common,STX,18/275,No,No,0
"Guiding Voice",2,88515,Common,STX,19/275,No,No,0
"Pilgrim of the Ages",2,88521,Common,STX,22/275,No,No,0
"Pillardrop Rescuer",2,88523,Common,STX,23/275,No,No,0
"Professor of Symbology",1,88525,Uncommon,STX,24/275,No,No,0
"Reduce to Memory",1,88527,Uncommon,STX,25/275,No,No,0
"Secret Rendezvous",1,88529,Uncommon,STX,26/275,No,No,0
"Show of Confidence",1,88533,Uncommon,STX,28/275,No,No,0
"Star Pupil",2,88537,Common,STX,30/275,No,No,0
"Stonebinder's Familiar",1,88539,Uncommon,STX,31/275,No,No,0
"Stonerise Spirit",2,88541,Common,STX,32/275,No,No,0
"Study Break",2,88545,Common,STX,34/275,No,No,0
"Thunderous Orator",1,88547,Uncommon,STX,35/275,No,No,0
"Arcane Subtraction",2,88549,Common,STX,36/275,No,No,0
"Burrog Befuddler",2,88553,Common,STX,38/275,No,No,0
"Bury in Books",2,88555,Common,STX,39/275,No,No,0
"Curate",2,88557,Common,STX,40/275,No,No,0
"Divide by Zero",1,88559,Uncommon,STX,41/275,No,No,0
"Frost Trickster",2,88563,Common,STX,43/275,No,No,0
"Kelpie Guide",1,88567,Uncommon,STX,45/275,No,No,0
"Mentor's Guidance",1,88569,Uncommon,STX,46/275,No,No,0
"Mercurial Transformation",1,88571,Uncommon,STX,47/275,No,No,0
"Pop Quiz",2,88575,Common,STX,49/275,No,No,0
"Reject",2,88577,Common,STX,50/275,No,No,0
"Resculpt",2,88579,Common,STX,51/275,No,No,0
"Serpentine Curve",2,88581,Common,STX,52/275,No,No,0
"Snow Day",1,88583,Uncommon,STX,53/275,No,No,0
"Solve the Equation",1,88585,Uncommon,STX,54/275,No,No,0
"Soothsayer Adept",2,88587,Common,STX,55/275,No,No,0
"Symmetry Sage",1,88589,Uncommon,STX,56/275,No,No,0
"Vortex Runner",2,88597,Common,STX,60/275,No,No,0
"Waterfall Aerialist",2,88599,Common,STX,61/275,No,No,0
"Wormhole Serpent",1,88601,Uncommon,STX,62/275,No,No,0
"Arrogant Poet",2,88603,Common,STX,63/275,No,No,0
"Brackish Trudge",1,88607,Uncommon,STX,65/275,No,No,0
"Crushing Disappointment",2,88613,Common,STX,68/275,No,No,0
"Essence Infusion",2,88615,Common,STX,69/275,No,No,0
"Eyetwitch",1,88617,Uncommon,STX,70/275,No,No,0
"Flunk",1,88619,Uncommon,STX,71/275,No,No,0
"Go Blank",1,88621,Uncommon,STX,72/275,No,No,0
"Hunt for Specimens",2,88623,Common,STX,73/275,No,No,0
"Lash of Malice",2,88625,Common,STX,74/275,No,No,0
"Leech Fanatic",2,88627,Common,STX,75/275,No,No,0
"Mage Hunter",1,88629,Uncommon,STX,76/275,No,No,0
"Mage Hunters' Onslaught",2,88631,Common,STX,77/275,No,No,0
"Necrotic Fumes",1,88633,Uncommon,STX,78/275,No,No,0
"Novice Dissector",2,88635,Common,STX,79/275,No,No,0
"Plumb the Forbidden",1,88639,Uncommon,STX,81/275,No,No,0
"Professor's Warning",2,88645,Common,STX,84/275,No,No,0
"Promising Duskmage",2,88647,Common,STX,85/275,No,No,0
"Specter of the Fens",2,88651,Common,STX,87/275,No,No,0
"Tenured Inkcaster",1,88653,Uncommon,STX,88/275,No,No,0
"Umbral Juke",1,88655,Uncommon,STX,89/275,No,No,0
"Unwilling Ingredient",2,88657,Common,STX,90/275,No,No,0
"Academic Dispute",1,88659,Uncommon,STX,91/275,No,No,0
"Ardent Dustspeaker",1,88661,Uncommon,STX,92/275,No,No,0
"Blood Age General",2,88663,Common,STX,93/275,No,No,0
"Dragon's Approach",2,88671,Common,STX,97/275,No,No,0
"Enthusiastic Study",2,88675,Common,STX,99/275,No,No,0
"Explosive Welcome",1,88677,Uncommon,STX,100/275,No,No,0
"First Day of Class",2,88681,Common,STX,102/275,No,No,0
"Fuming Effigy",2,88683,Common,STX,103/275,No,No,0
"Grinning Ignus",1,88685,Uncommon,STX,104/275,No,No,0
"Hall Monitor",1,88687,Uncommon,STX,105/275,No,No,0
"Heated Debate",2,88689,Common,STX,106/275,No,No,0
"Igneous Inspiration",1,88691,Uncommon,STX,107/275,No,No,0
"Illustrious Historian",2,88695,Common,STX,109/275,No,No,0
"Mascot Interception",1,88697,Uncommon,STX,110/275,No,No,0
"Pigment Storm",2,88699,Common,STX,111/275,No,No,0
"Pillardrop Warden",2,88701,Common,STX,112/275,No,No,0
"Start from Scratch",1,88705,Uncommon,STX,114/275,No,No,0
"Storm-Kiln Artist",1,88707,Uncommon,STX,115/275,No,No,0
"Sudden Breakthrough",2,88709,Common,STX,116/275,No,No,0
"Tome Shredder",2,88711,Common,STX,117/275,No,No,0
"Twinscroll Shaman",2,88713,Common,STX,118/275,No,No,0
"Bayou Groff",2,88719,Common,STX,121/275,No,No,0
"Big Play",2,88721,Common,STX,122/275,No,No,0
"Bookwurm",1,88723,Uncommon,STX,123/275,No,No,0
"Charge Through",2,88725,Common,STX,124/275,No,No,0
"Containment Breach",1,88727,Uncommon,STX,125/275,No,No,0
"Devouring Tendrils",1,88729,Uncommon,STX,126/275,No,No,0
"Emergent Sequence",1,88735,Uncommon,STX,129/275,No,No,0
"Field Trip",2,88739,Common,STX,131/275,No,No,0
"Fortifying Draught",1,88741,Uncommon,STX,132/275,No,No,0
"Honor Troll",1,88745,Uncommon,STX,134/275,No,No,0
"Karok Wrangler",1,88747,Uncommon,STX,135/275,No,No,0
"Leyline Invocation",2,88749,Common,STX,136/275,No,No,0
"Mage Duel",2,88751,Common,STX,137/275,No,No,0
"Master Symmetrist",1,88753,Uncommon,STX,138/275,No,No,0
"Overgrown Arch",1,88755,Uncommon,STX,139/275,No,No,0
"Professor of Zoomancy",2,88757,Common,STX,140/275,No,No,0
"Reckless Amplimancer",2,88759,Common,STX,141/275,No,No,0
"Scurrid Colony",2,88761,Common,STX,142/275,No,No,0
"Spined Karok",2,88763,Common,STX,143/275,No,No,0
"Springmane Cervin",2,88765,Common,STX,144/275,No,No,0
"Tangletrap",2,88767,Common,STX,145/275,No,No,0
"Aether Helix",1,88831,Uncommon,STX,162/275,No,No,0
"Biomathematician",2,88835,Common,STX,164/275,No,No,0
"Blood Researcher",2,88839,Common,STX,166/275,No,No,0
"Closing Statement",1,88845,Uncommon,STX,169/275,No,No,0
"Cram Session",2,88847,Common,STX,170/275,No,No,0
"Creative Outburst",1,88849,Uncommon,STX,171/275,No,No,0
"Daemogoth Woe-Eater",1,88857,Uncommon,STX,175/275,No,No,0
"Deadly Brew",1,88859,Uncommon,STX,176/275,No,No,0
"Decisive Denial",1,88861,Uncommon,STX,177/275,No,No,0
"Dina, Soul Steeper",1,88863,Uncommon,STX,178/275,No,No,0
"Elemental Masterpiece",2,88871,Common,STX,182/275,No,No,0
"Elemental Summoning",2,88873,Common,STX,183/275,No,No,0
"Eureka Moment",2,88875,Common,STX,184/275,No,No,0
"Exhilarating Elocution",2,88877,Common,STX,185/275,No,No,0
"Expressive Iteration",1,88879,Uncommon,STX,186/275,No,No,0
"Fractal Summoning",2,88881,Common,STX,187/275,No,No,0
"Fracture",1,88883,Uncommon,STX,188/275,No,No,0
"Golden Ratio",1,88887,Uncommon,STX,190/275,No,No,0
"Humiliate",1,88893,Uncommon,STX,193/275,No,No,0
"Infuse with Vitality",2,88895,Common,STX,194/275,No,No,0
"Inkling Summoning",2,88897,Common,STX,195/275,No,No,0
"Killian, Ink Duelist",1,88901,Uncommon,STX,197/275,No,No,0
"Lorehold Apprentice",1,88903,Uncommon,STX,198/275,No,No,0
"Lorehold Excavation",1,88907,Uncommon,STX,200/275,No,No,0
"Lorehold Pledgemage",2,88909,Common,STX,201/275,No,No,0
"Maelstrom Muse",1,88911,Uncommon,STX,202/275,No,No,0
"Make Your Mark",2,88915,Common,STX,204/275,No,No,0
"Moldering Karok",2,88919,Common,STX,206/275,No,No,0
"Mortality Spear",1,88921,Uncommon,STX,207/275,No,No,0
"Needlethorn Drake",2,88923,Common,STX,208/275,No,No,0
"Oggyar Battle-Seer",2,88925,Common,STX,209/275,No,No,0
"Owlin Shieldmage",2,88927,Common,STX,210/275,No,No,0
"Pest Summoning",2,88929,Common,STX,211/275,No,No,0
"Practical Research",1,88931,Uncommon,STX,212/275,No,No,0
"Prismari Apprentice",1,88933,Uncommon,STX,213/275,No,No,0
"Prismari Pledgemage",2,88937,Common,STX,215/275,No,No,0
"Quandrix Apprentice",1,88939,Uncommon,STX,216/275,No,No,0
"Quandrix Cultivator",1,88943,Uncommon,STX,218/275,No,No,0
"Quandrix Pledgemage",2,88945,Common,STX,219/275,No,No,0
"Quintorius, Field Historian",1,88947,Uncommon,STX,220/275,No,No,0
"Reconstruct History",1,88951,Uncommon,STX,222/275,No,No,0
"Relic Sloth",2,88953,Common,STX,223/275,No,No,0
"Returned Pastcaller",1,88955,Uncommon,STX,224/275,No,No,0
"Rip Apart",1,88957,Uncommon,STX,225/275,No,No,0
"Rise of Extus",2,88959,Common,STX,226/275,No,No,0
"Rootha, Mercurial Artist",1,88961,Uncommon,STX,227/275,No,No,0
"Shadewing Laureate",1,88965,Uncommon,STX,229/275,No,No,0
"Silverquill Apprentice",1,88969,Uncommon,STX,231/275,No,No,0
"Silverquill Pledgemage",2,88973,Common,STX,233/275,No,No,0
"Spectacle Mage",2,88977,Common,STX,235/275,No,No,0
"Spirit Summoning",2,88979,Common,STX,236/275,No,No,0
"Spiteful Squad",2,88981,Common,STX,237/275,No,No,0
"Square Up",2,88983,Common,STX,238/275,No,No,0
"Stonebound Mentor",2,88985,Common,STX,239/275,No,No,0
"Teach by Example",2,88989,Common,STX,241/275,No,No,0
"Tend the Pests",1,88991,Uncommon,STX,242/275,No,No,0
"Thrilling Discovery",2,88993,Common,STX,243/275,No,No,0
"Witherbloom Apprentice",1,89001,Uncommon,STX,247/275,No,No,0
"Witherbloom Pledgemage",2,89005,Common,STX,249/275,No,No,0
"Zimone, Quandrix Prodigy",1,89007,Uncommon,STX,250/275,No,No,0
"Biblioplex Assistant",2,89009,Common,STX,251/275,No,No,0
"Campus Guide",2,89011,Common,STX,252/275,No,No,0
"Cogwork Archivist",2,89015,Common,STX,254/275,No,No,0
"Excavated Wall",2,89017,Common,STX,255/275,No,No,0
"Letter of Acceptance",2,89019,Common,STX,256/275,No,No,0
"Reflective Golem",1,89021,Uncommon,STX,257/275,No,No,0
"Spell Satchel",1,89023,Uncommon,STX,258/275,No,No,0
"Team Pennant",1,89027,Uncommon,STX,260/275,No,No,0
"Zephyr Boots",1,89029,Uncommon,STX,261/275,No,No,0
"Access Tunnel",1,89031,Uncommon,STX,262/275,No,No,0
"Archway Commons",2,89033,Common,STX,263/275,No,No,0
"Lorehold Campus",2,89043,Common,STX,268/275,No,No,0
"Prismari Campus",2,89047,Common,STX,270/275,No,No,0
"Quandrix Campus",2,89049,Common,STX,271/275,No,No,0
"Silverquill Campus",2,89053,Common,STX,273/275,No,No,0
"Witherbloom Campus",2,89057,Common,STX,275/275,No,No,0
"Magus of the Bridge",1,90557,Rare,MH2,92/303,No,No,0
"+2 Mace",2,91504,Common,AFR,1/281,No,No,0
"Arborea Pegasus",2,91506,Common,AFR,2/281,No,No,0
"Blink Dog",1,91508,Uncommon,AFR,3/281,No,No,0
"Celestial Unicorn",2,91512,Common,AFR,5/281,No,No,0
"Cleric Class",1,91514,Uncommon,AFR,6/281,No,No,0
"Cloister Gargoyle",1,91516,Uncommon,AFR,7/281,No,No,0
"Dawnbringer Cleric",2,91520,Common,AFR,9/281,No,No,0
"Delver's Torch",2,91522,Common,AFR,10/281,No,No,0
"Devoted Paladin",2,91524,Common,AFR,11/281,No,No,0
"Divine Smite",1,91526,Uncommon,AFR,12/281,No,No,0
"Dragon's Disciple",1,91528,Uncommon,AFR,13/281,No,No,0
"Dwarfhold Champion",2,91530,Common,AFR,14/281,No,No,0
"Gloom Stalker",2,91534,Common,AFR,16/281,No,No,0
"Half-Elf Monk",2,91540,Common,AFR,19/281,No,No,0
"Ingenious Smith",1,91544,Uncommon,AFR,21/281,No,No,0
"Keen-Eared Sentry",1,91546,Uncommon,AFR,22/281,No,No,0
"Minimus Containment",2,91550,Common,AFR,24/281,No,No,0
"Monk of the Open Hand",1,91552,Uncommon,AFR,25/281,No,No,0
"Moon-Blessed Cleric",1,91554,Uncommon,AFR,26/281,No,No,0
"Paladin's Shield",2,91562,Common,AFR,30/281,No,No,0
"Planar Ally",2,91564,Common,AFR,31/281,No,No,0
"Plate Armor",1,91566,Uncommon,AFR,32/281,No,No,0
"Potion of Healing",2,91570,Common,AFR,34/281,No,No,0
"Priest of Ancient Lore",2,91572,Common,AFR,35/281,No,No,0
"Rally Maneuver",1,91574,Uncommon,AFR,36/281,No,No,0
"Ranger's Hawk",2,91576,Common,AFR,37/281,No,No,0
"Steadfast Paladin",2,91578,Common,AFR,38/281,No,No,0
"Veteran Dungeoneer",2,91582,Common,AFR,40/281,No,No,0
"White Dragon",1,91584,Uncommon,AFR,41/281,No,No,0
"You Hear Something on Watch",2,91586,Common,AFR,42/281,No,No,0
"You're Ambushed on the Road",2,91588,Common,AFR,43/281,No,No,0
"Aberrant Mind Sorcerer",1,91590,Uncommon,AFR,44/281,No,No,0
"Air-Cult Elemental",2,91592,Common,AFR,45/281,No,No,0
"Arcane Investigator",2,91594,Common,AFR,46/281,No,No,0
"Bar the Gate",2,91596,Common,AFR,47/281,No,No,0
"Blue Dragon",1,91600,Uncommon,AFR,49/281,No,No,0
"Charmed Sleep",2,91602,Common,AFR,50/281,No,No,0
"Clever Conjurer",2,91604,Common,AFR,51/281,No,No,0
"Contact Other Plane",2,91606,Common,AFR,52/281,No,No,0
"Displacer Beast",1,91610,Uncommon,AFR,54/281,No,No,0
"Djinni Windseer",2,91612,Common,AFR,55/281,No,No,0
"Eccentric Apprentice",1,91616,Uncommon,AFR,57/281,No,No,0
"Feywild Trickster",1,91618,Uncommon,AFR,58/281,No,No,0
"Fly",1,91620,Uncommon,AFR,59/281,No,No,0
"Guild Thief",1,91624,Uncommon,AFR,61/281,No,No,0
"Mordenkainen's Polymorph",2,91632,Common,AFR,65/281,No,No,0
"Pixie Guide",2,91634,Common,AFR,66/281,No,No,0
"Power of Persuasion",1,91636,Uncommon,AFR,67/281,No,No,0
"Ray of Frost",1,91638,Uncommon,AFR,68/281,No,No,0
"Rimeshield Frost Giant",2,91640,Common,AFR,69/281,No,No,0
"Scion of Stygia",2,91642,Common,AFR,70/281,No,No,0
"Secret Door",2,91644,Common,AFR,71/281,No,No,0
"Shocking Grasp",2,91646,Common,AFR,72/281,No,No,0
"Shortcut Seeker",2,91648,Common,AFR,73/281,No,No,0
"Silver Raven",2,91650,Common,AFR,74/281,No,No,0
"Soulknife Spy",2,91652,Common,AFR,75/281,No,No,0
"Split the Party",1,91654,Uncommon,AFR,76/281,No,No,0
"Sudden Insight",1,91656,Uncommon,AFR,77/281,No,No,0
"Trickster's Talisman",1,91660,Uncommon,AFR,79/281,No,No,0
"Wizard Class",1,91664,Uncommon,AFR,81/281,No,No,0
"You Come to a River",2,91668,Common,AFR,83/281,No,No,0
"You Find the Villains' Lair",2,91670,Common,AFR,84/281,No,No,0
"You See a Guard Approach",2,91672,Common,AFR,85/281,No,No,0
"Baleful Beholder",2,91680,Common,AFR,89/281,No,No,0
"Black Dragon",1,91682,Uncommon,AFR,90/281,No,No,0
"Check for Traps",1,91686,Uncommon,AFR,92/281,No,No,0
"Clattering Skeletons",2,91688,Common,AFR,93/281,No,No,0
"Death-Priest of Myrkul",1,91692,Uncommon,AFR,95/281,No,No,0
"Demogorgon's Clutches",1,91694,Uncommon,AFR,96/281,No,No,0
"Devour Intellect",2,91696,Common,AFR,97/281,No,No,0
"Drider",1,91698,Uncommon,AFR,98/281,No,No,0
"Dungeon Crawler",1,91700,Uncommon,AFR,99/281,No,No,0
"Eyes of the Beholder",2,91704,Common,AFR,101/281,No,No,0
"Fates' Reversal",2,91706,Common,AFR,102/281,No,No,0
"Feign Death",2,91708,Common,AFR,103/281,No,No,0
"Grim Bounty",2,91714,Common,AFR,106/281,No,No,0
"Grim Wanderer",1,91716,Uncommon,AFR,107/281,No,No,0
"Herald of Hadar",2,91718,Common,AFR,108/281,No,No,0
"Hired Hexblade",2,91720,Common,AFR,109/281,No,No,0
"Hoard Robber",2,91722,Common,AFR,110/281,No,No,0
"Lightfoot Rogue",1,91724,Uncommon,AFR,111/281,No,No,0
"Manticore",2,91728,Common,AFR,113/281,No,No,0
"Power Word Kill",1,91730,Uncommon,AFR,114/281,No,No,0
"Precipitous Drop",2,91732,Common,AFR,115/281,No,No,0
"Ray of Enfeeblement",1,91734,Uncommon,AFR,116/281,No,No,0
"Reaper's Talisman",1,91736,Uncommon,AFR,117/281,No,No,0
"Sepulcher Ghoul",2,91738,Common,AFR,118/281,No,No,0
"Shambling Ghast",2,91740,Common,AFR,119/281,No,No,0
"Skullport Merchant",1,91742,Uncommon,AFR,120/281,No,No,0
"Thieves' Tools",2,91746,Common,AFR,122/281,No,No,0
"Vampire Spawn",2,91748,Common,AFR,123/281,No,No,0
"Warlock Class",1,91752,Uncommon,AFR,125/281,No,No,0
"Yuan-Ti Fang-Blade",2,91758,Common,AFR,128/281,No,No,0
"Zombie Ogre",2,91760,Common,AFR,129/281,No,No,0
"Armory Veteran",2,91762,Common,AFR,130/281,No,No,0
"Barbarian Class",1,91764,Uncommon,AFR,131/281,No,No,0
"Battle Cry Goblin",1,91766,Uncommon,AFR,132/281,No,No,0
"Boots of Speed",2,91768,Common,AFR,133/281,No,No,0
"Brazen Dwarf",2,91770,Common,AFR,134/281,No,No,0
"Burning Hands",1,91772,Uncommon,AFR,135/281,No,No,0
"Chaos Channeler",1,91774,Uncommon,AFR,136/281,No,No,0
"Critical Hit",1,91776,Uncommon,AFR,137/281,No,No,0
"Dragon's Fire",2,91780,Common,AFR,139/281,No,No,0
"Dueling Rapier",2,91782,Common,AFR,140/281,No,No,0
"Earth-Cult Elemental",2,91784,Common,AFR,141/281,No,No,0
"Farideh's Fireball",2,91786,Common,AFR,142/281,No,No,0
"Goblin Javelineer",2,91790,Common,AFR,144/281,No,No,0
"Goblin Morningstar",1,91792,Uncommon,AFR,145/281,No,No,0
"Hoarding Ogre",2,91794,Common,AFR,146/281,No,No,0
"Hobgoblin Captain",2,91798,Common,AFR,148/281,No,No,0
"Hulking Bugbear",1,91800,Uncommon,AFR,149/281,No,No,0
"Improvised Weaponry",2,91802,Common,AFR,150/281,No,No,0
"Jaded Sell-Sword",2,91806,Common,AFR,152/281,No,No,0
"Kick in the Door",2,91808,Common,AFR,153/281,No,No,0
"Magic Missile",1,91810,Uncommon,AFR,154/281,No,No,0
"Orb of Dragonkind",1,91816,Rare,AFR,157/281,No,No,0
"Plundering Barbarian",2,91818,Common,AFR,158/281,No,No,0
"Price of Loyalty",2,91820,Common,AFR,159/281,No,No,0
"Red Dragon",1,91822,Uncommon,AFR,160/281,No,No,0
"Rust Monster",1,91824,Uncommon,AFR,161/281,No,No,0
"Swarming Goblins",2,91826,Common,AFR,162/281,No,No,0
"Tiger-Tribe Hunter",1,91828,Uncommon,AFR,163/281,No,No,0
"Unexpected Windfall",2,91830,Common,AFR,164/281,No,No,0
"Valor Singer",2,91832,Common,AFR,165/281,No,No,0
"You Come to the Gnoll Camp",2,91838,Common,AFR,168/281,No,No,0
"You Find Some Prisoners",1,91840,Uncommon,AFR,169/281,No,No,0
"You See a Pair of Goblins",1,91842,Uncommon,AFR,170/281,No,No,0
"Bulette",2,91848,Common,AFR,173/281,No,No,0
"Bull's Strength",2,91850,Common,AFR,174/281,No,No,0
"Choose Your Weapon",1,91852,Uncommon,AFR,175/281,No,No,0
"Circle of the Moon Druid",2,91856,Common,AFR,177/281,No,No,0
"Compelled Duel",2,91858,Common,AFR,178/281,No,No,0
"Dire Wolf Prowler",2,91860,Common,AFR,179/281,No,No,0
"Druid Class",1,91862,Uncommon,AFR,180/281,No,No,0
"Elturgard Ranger",2,91866,Common,AFR,182/281,No,No,0
"Find the Path",2,91868,Common,AFR,183/281,No,No,0
"Gnoll Hunter",2,91872,Common,AFR,185/281,No,No,0
"Green Dragon",1,91874,Uncommon,AFR,186/281,No,No,0
"Hill Giant Herdgorger",2,91876,Common,AFR,187/281,No,No,0
"Hunter's Mark",1,91878,Uncommon,AFR,188/281,No,No,0
"Inspiring Bard",2,91880,Common,AFR,189/281,No,No,0
"Intrepid Outlander",1,91884,Uncommon,AFR,191/281,No,No,0
"Loathsome Troll",1,91886,Uncommon,AFR,192/281,No,No,0
"Lurking Roper",1,91890,Uncommon,AFR,194/281,No,No,0
"Neverwinter Dryad",2,91892,Common,AFR,195/281,No,No,0
"Owlbear",2,91898,Common,AFR,198/281,No,No,0
"Plummet",2,91900,Common,AFR,199/281,No,No,0
"Prosperous Innkeeper",1,91902,Uncommon,AFR,200/281,No,No,0
"Purple Worm",1,91904,Uncommon,AFR,201/281,No,No,0
"Ranger's Longbow",2,91908,Common,AFR,203/281,No,No,0
"Scaled Herbalist",2,91910,Common,AFR,204/281,No,No,0
"Spoils of the Hunt",2,91912,Common,AFR,205/281,No,No,0
"Sylvan Shepherd",2,91914,Common,AFR,206/281,No,No,0
"Underdark Basilisk",2,91918,Common,AFR,208/281,No,No,0
"Wandering Troubadour",1,91922,Uncommon,AFR,210/281,No,No,0
"Wild Shape",1,91926,Uncommon,AFR,212/281,No,No,0
"You Find a Cursed Idol",2,91928,Common,AFR,213/281,No,No,0
"You Happen On a Glade",1,91930,Uncommon,AFR,214/281,No,No,0
"You Meet in a Tavern",1,91932,Uncommon,AFR,215/281,No,No,0
"Barrowin of Clan Undurr",1,91938,Uncommon,AFR,218/281,No,No,0
"Bruenor Battlehammer",1,91940,Uncommon,AFR,219/281,No,No,0
"Farideh, Devil's Chosen",1,91944,Uncommon,AFR,221/281,No,No,0
"Gretchen Titchwillow",1,91948,Uncommon,AFR,223/281,No,No,0
"Hama Pashar, Ruin Seeker",1,91950,Uncommon,AFR,224/281,No,No,0
"Kalain, Reclusive Painter",1,91952,Uncommon,AFR,225/281,No,No,0
"Krydle of Baldur's Gate",1,91954,Uncommon,AFR,226/281,No,No,0
"Shessra, Death's Whisper",1,91964,Uncommon,AFR,231/281,No,No,0
"Targ Nar, Demon-Fang Gnoll",1,91970,Uncommon,AFR,234/281,No,No,0
"Trelasarra, Moon Dancer",1,91974,Uncommon,AFR,236/281,No,No,0
"Bag of Holding",1,91982,Uncommon,AFR,240/281,No,No,0
"Dungeon Map",1,91986,Uncommon,AFR,242/281,No,No,0
"Fifty Feet of Rope",1,91990,Uncommon,AFR,244/281,No,No,0
"Greataxe",2,91992,Common,AFR,245/281,No,No,0
"Iron Golem",1,91996,Uncommon,AFR,247/281,No,No,0
"Leather Armor",2,91998,Common,AFR,248/281,No,No,0
"Mimic",2,92000,Common,AFR,249/281,No,No,0
"Spare Dagger",2,92002,Common,AFR,250/281,No,No,0
"Spiked Pit Trap",2,92004,Common,AFR,251/281,No,No,0
"Evolving Wilds",2,92014,Common,AFR,256/281,No,No,0
"Temple of the Dragon Queen",1,92022,Uncommon,AFR,260/281,No,No,0
"Ambitious Farmhand",2,92918,Uncommon,MID,2a/277,No,No,0
"Beloved Beggar",2,92922,Uncommon,MID,3a/277,No,No,0
"Bereaved Survivor",2,92926,Uncommon,MID,4a/277,No,No,0
"Blessed Defiance",4,92930,Common,MID,5/277,No,No,0
"Borrowed Time",2,92932,Uncommon,MID,6/277,No,No,0
"Candlegrove Witch",4,92938,Common,MID,8/277,No,No,0
"Candletrap",4,92940,Common,MID,9/277,No,No,0
"Cathar Commando",4,92942,Common,MID,10/277,No,No,0
"Cathar's Call",2,92944,Uncommon,MID,11/277,No,No,0
"Celestus Sanctifier",4,92946,Common,MID,12/277,No,No,0
"Chaplain of Alms",2,92948,Uncommon,MID,13a/277,No,No,0
"Clarion Cathars",4,92952,Common,MID,14/277,No,No,0
"Duelcraft Trainer",2,92956,Uncommon,MID,16/277,No,No,0
"Flare of Faith",4,92964,Common,MID,19/277,No,No,0
"Gavony Dawnguard",2,92966,Uncommon,MID,20/277,No,No,0
"Gavony Silversmith",4,92968,Common,MID,21/277,No,No,0
"Gavony Trapper",4,92970,Common,MID,22/277,No,No,0
"Hedgewitch's Mask",4,92972,Common,MID,23/277,No,No,0
"Homestead Courage",4,92974,Common,MID,24/277,No,No,0
"Loyal Gryff",2,92978,Uncommon,MID,26/277,No,No,0
"Lunarch Veteran",4,92980,Common,MID,27a/277,No,No,0
"Mourning Patrol",4,92984,Common,MID,28a/277,No,No,0
"Odric's Outrider",2,92988,Uncommon,MID,29/277,No,No,0
"Ritual Guardian",4,92990,Common,MID,30/277,No,No,0
"Ritual of Hope",2,92992,Uncommon,MID,31/277,No,No,0
